timestamp,plant_id,machine_id,mold_id,product_variant,resin_lot_id,operator_shift,operator_experience_level,ambient_temperature_c,ambient_humidity_pct,dryer_dewpoint_c,resin_moisture_pct,resin_batch_quality_index,barrel_temperature_c,mold_temperature_c,injection_pressure_bar,hold_pressure_bar,screw_speed_rpm,cooling_time_s,cycle_time_s,clamp_force_kn,shot_size_g,maintenance_days_since_last,calibration_drift_index,tool_wear_index,cavity_count,part_weight_g,parts_produced,energy_kwh_interval,defect_type,scrap_count,scrap_rate_pct,pass_fail_flag
2026-01-05T11:30:00,RO_CURTEA,TEA_IM_02,MLD_018,V_HOUSING_A,LOT_0068,A_Day,3,18.62,59.39,-35.39,0.2879,0.952,254.13,73.17,1193.46,622.21,57.16,22.1,56.36,2812.89,406.14,23,0.407,0.118,2,185.27,59,18.39,warpage,2,4.006,0
2026-01-05T12:30:00,DE_OBERSONT,ONT_IM_03,MLD_005,V_PUMP_CAP_D,LOT_0002,A_Day,5,19.28,47.79,-47.76,0.0068,0.865,238.66,70.92,1149.51,730.83,68.84,14.5,26.02,4263.72,70.99,5,0.177,0.412,1,68.06,60,12.72,flash,0,4.363,0
2026-01-05T12:30:00,RO_CURTEA,TEA_IM_01,MLD_006,V_HANDLE_E,LOT_0080,A_Day,3,20.38,59.61,-44.71,0.1569,0.89,236.65,70.35,1173.42,723.0,73.82,18.17,80.85,3562.23,818.45,2,0.147,0.174,8,94.21,154,26.27,warpage,5,3.231,0
2026-01-05T12:30:00,VN_QUANGNAM,NAM_IM_01,MLD_007,V_HOUSING_B,LOT_0046,A_Day,6,25.83,67.41,-38.49,0.014,0.906,248.68,70.62,1304.06,778.4,73.52,19.22,74.13,2144.89,729.08,14,0.277,0.3,4,167.89,87,22.56,warpage,5,3.96,0
2026-01-05T13:00:00,DE_WINNENDEN,DEN_IM_02,MLD_002,V_HOUSING_B,LOT_0076,A_Day,2,20.57,59.31,-31.46,0.0231,1.008,251.04,81.64,1338.38,857.3,60.52,20.29,95.0,1893.63,1402.59,13,0.215,0.286,8,164.57,138,28.0,flash,7,5.613,0
2026-01-05T13:00:00,DE_WINNENDEN,DEN_IM_01,MLD_013,V_COVER_H,LOT_0083,A_Day,3,18.06,59.45,-36.11,0.1262,0.941,238.88,75.54,1344.94,812.41,42.77,20.46,66.48,2653.83,568.69,23,0.328,0.328,4,128.93,102,20.08,warpage,2,3.947,0
2026-01-05T13:00:00,RO_CURTEA,TEA_IM_02,MLD_006,V_CONNECTOR_F,LOT_0082,A_Day,5,20.37,52.68,-36.25,0.0275,0.882,236.34,56.35,919.82,597.3,78.43,9.5,36.37,2793.17,204.13,31,0.502,0.154,8,24.08,375,18.47,splay_moisture,16,4.487,0
2026-01-05T14:00:00,VN_QUANGNAM,NAM_IM_02,MLD_006,V_PUMP_CAP_D,LOT_0104,B_Evening,4,24.47,75.72,-33.67,0.177,0.897,241.52,77.6,1030.6,600.26,69.26,14.79,67.83,1964.45,615.33,9,0.209,0.172,8,68.62,195,24.7,sink_mark,15,7.064,0
2026-01-05T14:00:00,DE_WINNENDEN,DEN_IM_01,MLD_017,V_NOZZLE_C,LOT_0025,B_Evening,7,19.66,57.96,-38.74,0.0093,0.897,218.54,45.55,1036.22,638.44,54.01,9.91,24.69,2702.45,89.71,17,0.353,0.132,2,42.45,126,12.01,sink_mark,2,2.269,1
2026-01-05T15:30:00,RO_CURTEA,TEA_IM_01,MLD_013,V_HOUSING_A,LOT_0088,B_Evening,1,22.39,57.64,-39.81,0.1928,1.016,254.61,91.25,1476.07,872.67,55.05,23.44,84.33,3597.1,793.3,18,0.42,0.27,4,184.15,79,22.78,flash,6,5.971,0
2026-01-05T16:00:00,DE_WINNENDEN,DEN_IM_05,MLD_012,V_CONNECTOR_F,LOT_0058,B_Evening,4,22.79,57.08,-36.67,0.0116,0.937,217.58,60.45,956.03,599.53,74.33,9.1,24.22,3502.74,54.64,14,0.285,0.179,2,23.89,133,10.93,warpage,4,4.023,0
2026-01-05T16:30:00,RO_CURTEA,TEA_IM_02,MLD_010,V_CONNECTOR_F,LOT_0003,B_Evening,5,21.94,51.13,-37.15,0.0251,0.945,233.58,53.4,1076.38,599.49,78.88,10.76,23.53,2923.27,25.37,10,0.144,0.0,1,24.03,68,14.48,none,1,1.039,1
2026-01-05T16:30:00,DE_WINNENDEN,DEN_IM_05,MLD_013,V_CONNECTOR_F,LOT_0040,B_Evening,4,22.56,67.72,-39.39,0.0324,0.983,223.19,57.47,916.43,579.77,79.21,10.65,27.99,3527.75,100.14,11,0.29,0.323,4,24.17,238,14.49,warpage,5,2.174,1
2026-01-05T17:00:00,VN_QUANGNAM,NAM_IM_01,MLD_007,V_CONNECTOR_F,LOT_0115,B_Evening,4,27.37,84.77,-36.05,0.1135,0.904,230.93,65.71,935.35,587.55,83.22,10.57,25.82,2242.9,92.73,22,0.312,0.154,4,23.33,242,14.49,splay_moisture,16,6.206,0
2026-01-05T17:30:00,DE_WINNENDEN,DEN_IM_05,MLD_007,V_NOZZLE_C,LOT_0009,B_Evening,2,24.02,50.1,-35.57,0.0125,0.933,215.31,51.18,1139.01,663.35,71.54,10.19,30.63,3472.26,177.1,5,0.226,0.288,4,41.99,222,13.88,splay_moisture,8,3.307,0
2026-01-05T18:30:00,DE_OBERSONT,ONT_IM_01,MLD_010,V_PUMP_CAP_D,LOT_0110,B_Evening,3,21.32,43.78,-41.84,0.0672,0.903,232.76,66.76,1024.83,553.95,71.83,14.46,28.67,4355.89,74.65,17,0.331,0.052,1,68.56,56,14.3,warpage,1,3.325,0
2026-01-05T18:30:00,DE_WINNENDEN,DEN_IM_05,MLD_001,V_FILTER_FRAME_G,LOT_0081,B_Evening,4,21.37,56.87,-36.02,0.19,0.953,243.7,64.9,1071.57,635.84,59.31,17.51,89.98,3491.54,937.96,21,0.327,0.446,8,106.7,137,25.64,sink_mark,5,3.677,0
2026-01-05T19:00:00,DE_OBERSONT,ONT_IM_03,MLD_001,V_HANDLE_E,LOT_0083,B_Evening,4,21.52,59.6,-45.27,0.0911,0.941,235.7,71.59,1225.03,769.65,63.29,15.97,78.59,4235.13,808.12,3,0.209,0.303,8,94.5,161,24.25,warpage,8,5.429,0
2026-01-05T19:00:00,DE_WINNENDEN,DEN_IM_03,MLD_010,V_PUMP_CAP_D,LOT_0017,B_Evening,4,23.57,52.99,-35.68,0.1077,0.868,243.07,62.35,1213.47,701.75,77.46,13.06,27.97,3269.72,75.62,12,0.185,0.179,1,68.25,59,11.69,warpage,3,4.26,0
2026-01-05T20:00:00,DE_WINNENDEN,DEN_IM_05,MLD_017,V_CONNECTOR_F,LOT_0098,B_Evening,5,22.94,55.61,-35.72,0.0184,0.957,232.08,62.48,924.31,529.34,91.53,9.7,22.49,3562.96,53.18,6,0.191,0.171,2,24.11,139,12.24,warpage,6,3.637,0
2026-01-05T20:30:00,RO_CURTEA,TEA_IM_02,MLD_009,V_FILTER_FRAME_G,LOT_0024,B_Evening,2,25.38,48.66,-40.34,0.0239,0.994,254.5,76.67,1129.74,699.9,69.46,19.28,62.7,2914.57,496.33,9,0.258,0.213,4,110.55,104,20.56,warpage,3,2.273,1
2026-01-05T21:00:00,DE_WINNENDEN,DEN_IM_05,MLD_012,V_HOUSING_A,LOT_0068,B_Evening,4,23.87,63.63,-38.63,0.2744,0.952,247.16,78.08,1481.66,898.73,61.8,22.08,54.47,3504.51,400.09,10,0.22,0.244,2,184.74,59,17.8,dimensional_deviation,1,4.818,0
2026-01-05T21:00:00,RO_CURTEA,TEA_IM_02,MLD_014,V_FILTER_FRAME_G,LOT_0005,B_Evening,4,22.56,64.72,-34.3,0.2706,0.901,236.21,73.63,1333.24,772.02,63.38,18.42,58.55,2829.03,494.27,12,0.193,0.28,4,110.22,112,19.29,short_shot,4,3.669,0
2026-01-05T21:00:00,DE_WINNENDEN,DEN_IM_03,MLD_011,V_PUMP_CAP_D,LOT_0080,B_Evening,7,23.04,52.49,-37.93,0.1716,0.89,238.02,67.71,1225.32,758.23,82.0,14.11,42.59,3284.24,296.04,18,0.459,0.208,4,67.7,153,16.07,sink_mark,7,4.608,0
2026-01-05T22:00:00,DE_OBERSONT,ONT_IM_01,MLD_008,V_HANDLE_E,LOT_0119,C_Night,3,23.52,56.87,-40.55,0.1211,0.878,233.41,66.35,1196.07,731.52,73.54,15.54,81.96,4355.75,835.72,10,0.243,0.272,8,94.7,165,24.69,splay_moisture,8,3.19,1
2026-01-05T22:30:00,DE_WINNENDEN,DEN_IM_01,MLD_013,V_COVER_H,LOT_0102,C_Night,4,22.79,52.61,-39.18,0.1744,0.856,245.53,73.35,1190.71,741.83,76.86,19.9,63.22,2735.11,533.64,27,0.388,0.351,4,128.45,100,18.71,splay_moisture,3,2.613,1
2026-01-05T22:30:00,DE_OBERSONT,ONT_IM_02,MLD_016,V_PUMP_CAP_D,LOT_0111,C_Night,4,22.07,61.4,-34.51,0.1203,0.914,244.53,75.94,1142.69,662.14,70.11,16.51,60.63,1870.37,579.77,5,0.078,0.135,8,67.88,221,23.35,warpage,5,2.444,1
2026-01-05T22:30:00,RO_CURTEA,TEA_IM_01,MLD_006,V_HOUSING_B,LOT_0046,C_Night,1,22.25,58.18,-38.04,0.0247,0.906,251.4,73.75,1322.38,801.83,73.42,21.26,95.0,3533.18,1465.92,6,0.215,0.261,8,167.94,143,28.0,warpage,8,4.869,0
2026-01-05T23:00:00,DE_WINNENDEN,DEN_IM_01,MLD_015,V_NOZZLE_C,LOT_0082,C_Night,2,22.54,64.81,-36.97,0.0258,0.882,221.4,54.81,1215.97,736.95,67.77,13.49,28.8,2731.05,93.4,24,0.477,0.355,2,41.96,113,13.04,dimensional_deviation,4,2.895,1
2026-01-05T23:00:00,DE_WINNENDEN,DEN_IM_04,MLD_001,V_CONNECTOR_F,LOT_0082,C_Night,4,20.94,62.89,-38.25,0.0245,0.882,223.21,61.22,895.17,527.65,78.38,10.32,33.96,1908.07,208.13,26,0.385,0.322,8,23.77,375,18.07,splay_moisture,9,2.339,1
2026-01-05T23:30:00,DE_OBERSONT,ONT_IM_02,MLD_006,V_HOUSING_A,LOT_0068,C_Night,2,19.82,51.03,-42.74,0.2314,0.952,255.67,77.45,1369.6,775.95,66.52,22.76,95.0,1852.95,1513.59,7,0.193,0.125,8,183.43,132,28.0,warpage,5,4.305,0
2026-01-06T00:00:00,DE_OBERSONT,ONT_IM_01,MLD_009,V_NOZZLE_C,LOT_0003,C_Night,1,21.33,58.97,-41.3,0.0152,0.945,225.16,58.67,998.26,620.9,66.31,13.86,37.0,4258.25,192.98,20,0.24,0.242,4,41.06,183,15.8,warpage,6,2.926,1
2026-01-06T00:30:00,DE_WINNENDEN,DEN_IM_01,MLD_001,V_NOZZLE_C,LOT_0094,C_Night,5,24.54,65.61,-42.21,0.0218,0.897,214.75,50.84,914.21,559.6,84.18,11.89,44.72,2676.76,361.16,11,0.224,0.298,8,42.31,279,20.1,splay_moisture,8,2.493,1
2026-01-06T01:00:00,DE_OBERSONT,ONT_IM_02,MLD_006,V_FILTER_FRAME_G,LOT_0005,C_Night,5,20.4,69.2,-40.61,0.2591,0.901,248.69,81.79,1226.8,686.04,60.58,19.6,90.7,1907.81,942.21,6,0.168,0.233,8,111.2,143,28.0,splay_moisture,7,4.955,0
2026-01-06T01:00:00,DE_OBERSONT,ONT_IM_02,MLD_012,V_HOUSING_A,LOT_0044,C_Night,5,23.33,57.83,-38.07,0.1504,0.939,262.53,89.28,1135.28,656.63,66.9,23.56,54.22,1944.19,408.89,5,0.171,0.277,2,186.47,58,19.33,warpage,5,5.768,0
2026-01-06T01:30:00,VN_QUANGNAM,NAM_IM_01,MLD_003,V_HOUSING_A,LOT_0027,C_Night,1,27.59,57.17,-36.5,0.0503,0.954,249.03,85.6,1403.08,866.49,54.23,22.37,81.9,2145.32,804.94,10,0.153,0.162,4,187.13,76,23.03,short_shot,5,5.886,0
2026-01-06T01:30:00,DE_WINNENDEN,DEN_IM_02,MLD_013,V_PUMP_CAP_D,LOT_0110,C_Night,4,19.18,51.09,-34.92,0.0897,0.903,236.57,62.67,1118.06,741.45,66.06,12.66,40.15,1845.01,294.28,15,0.259,0.282,4,66.34,173,17.87,warpage,9,5.123,0
2026-01-06T01:30:00,DE_WINNENDEN,DEN_IM_02,MLD_004,V_PUMP_CAP_D,LOT_0108,C_Night,2,21.7,49.78,-38.75,0.168,0.984,241.53,70.28,1160.51,665.47,69.76,16.63,43.78,1901.19,286.94,17,0.292,0.408,4,67.98,155,17.34,warpage,3,2.648,1
2026-01-06T01:30:00,DE_OBERSONT,ONT_IM_03,MLD_006,V_HANDLE_E,LOT_0108,C_Night,2,20.62,55.35,-37.05,0.1634,0.984,235.44,60.89,1177.37,648.04,62.78,17.04,80.52,4212.83,820.61,21,0.324,0.189,8,94.82,161,23.09,splay_moisture,4,2.925,1
2026-01-06T02:00:00,DE_WINNENDEN,DEN_IM_04,MLD_010,V_PUMP_CAP_D,LOT_0021,C_Night,6,18.86,56.33,-43.35,0.0577,0.986,224.18,62.83,990.93,590.02,78.69,12.1,26.83,1841.46,70.08,12,0.26,0.147,1,68.1,60,12.39,dimensional_deviation,3,5.537,0
2026-01-06T02:00:00,DE_WINNENDEN,DEN_IM_04,MLD_009,V_PUMP_CAP_D,LOT_0113,C_Night,1,21.39,58.74,-37.68,0.1403,0.929,247.2,67.28,1194.88,686.1,64.52,15.07,43.72,1857.58,289.13,12,0.216,0.113,4,67.95,148,16.37,dimensional_deviation,4,2.062,1
2026-01-06T02:30:00,VN_QUANGNAM,NAM_IM_02,MLD_008,V_COVER_H,LOT_0035,C_Night,3,23.54,68.09,-34.86,0.1809,1.031,241.69,76.15,1341.88,813.04,67.09,20.33,95.0,1937.94,1100.67,15,0.264,0.241,8,127.34,136,28.0,splay_moisture,3,2.701,1
2026-01-06T02:30:00,RO_CURTEA,TEA_IM_01,MLD_013,V_FILTER_FRAME_G,LOT_0015,C_Night,6,22.59,58.37,-44.9,0.1464,0.972,257.78,72.3,1064.53,663.43,65.85,18.87,62.91,3559.98,496.8,9,0.25,0.326,4,112.04,101,20.9,dimensional_deviation,2,3.472,0
2026-01-06T02:30:00,VN_QUANGNAM,NAM_IM_01,MLD_003,V_PUMP_CAP_D,LOT_0039,C_Night,3,25.42,81.86,-38.76,0.1841,0.978,234.96,65.92,1108.96,597.03,70.76,14.91,42.96,2175.33,296.07,11,0.295,0.172,4,68.52,150,17.16,splay_moisture,7,5.144,0
2026-01-06T03:00:00,VN_QUANGNAM,NAM_IM_02,MLD_006,V_PUMP_CAP_D,LOT_0080,C_Night,3,24.69,83.37,-37.53,0.2581,0.89,242.51,66.75,1101.14,628.17,64.65,15.46,62.94,1975.77,560.58,6,0.206,0.119,8,66.08,207,23.27,splay_moisture,14,6.954,0
2026-01-06T03:00:00,VN_QUANGNAM,NAM_IM_01,MLD_006,V_HOUSING_A,LOT_0120,C_Night,3,25.3,70.45,-32.93,0.2209,0.835,257.69,71.55,1391.75,834.11,71.05,21.04,95.0,2147.04,1592.1,37,0.523,0.108,8,189.97,142,28.0,sink_mark,7,5.503,0
2026-01-06T03:00:00,VN_QUANGNAM,NAM_IM_02,MLD_006,V_COVER_H,LOT_0118,C_Night,3,22.63,69.89,-35.72,0.1016,0.941,240.48,70.03,1252.2,710.08,45.83,17.1,95.0,1877.09,1145.59,15,0.249,0.083,8,130.3,132,28.0,warpage,6,3.799,0
2026-01-06T04:30:00,RO_CURTEA,TEA_IM_02,MLD_014,V_CONNECTOR_F,LOT_0009,C_Night,2,20.75,58.06,-38.66,0.0072,0.933,219.41,51.75,938.21,539.96,70.87,14.38,28.48,2892.89,104.52,9,0.215,0.291,4,24.29,242,12.92,splay_moisture,9,3.213,0
2026-01-06T05:00:00,DE_WINNENDEN,DEN_IM_04,MLD_001,V_HOUSING_B,LOT_0033,C_Night,5,19.39,55.44,-35.21,0.0269,0.894,263.34,77.94,1359.12,787.16,59.3,19.72,95.0,1831.91,1368.41,11,0.217,0.294,8,162.12,140,28.0,flash,5,3.665,0
2026-01-06T06:00:00,RO_CURTEA,TEA_IM_02,MLD_018,V_CONNECTOR_F,LOT_0014,A_Day,5,18.18,56.3,-38.46,0.0389,0.904,228.12,47.63,992.16,632.46,81.21,9.94,20.03,2855.5,52.33,5,0.11,0.241,2,23.88,167,11.74,warpage,8,4.78,0
2026-01-06T06:30:00,DE_OBERSONT,ONT_IM_03,MLD_005,V_HOUSING_A,LOT_0101,A_Day,6,18.9,54.87,-45.94,0.116,0.941,258.35,64.14,1285.98,755.31,64.93,23.16,40.56,4256.27,198.31,4,0.129,0.252,1,181.24,38,16.8,warpage,3,5.396,0
2026-01-06T07:00:00,RO_CURTEA,TEA_IM_01,MLD_014,V_COVER_H,LOT_0011,A_Day,5,19.94,53.85,-37.45,0.05,0.946,234.22,58.65,1441.51,869.87,66.84,16.79,63.51,3605.77,580.13,2,0.15,0.287,4,128.44,102,19.21,sink_mark,1,4.083,0
